,titles,ratings,reviews,dates,replies,reply_dates
58,Nous avons acheté une télévision qlive…,1,"Nous avons acheté une télévision qlive en cadeau de noël à notre fils , la télé ne fonctionne pas. Nous avons appelé Auchan , ils nous ont renvoyé vers le constructeur. Depuis plus aucune nouvelle pour la télé , aucune aide Auchan. Service après vente , inexistant, très déçue d’Auchan.",2022-12-29T12:25:28.000Z,,
59,J’ai commandé un article qui devais…,1,J’ai commandé un article qui devais arriver le 8 décembre et nous sommes le 19 décembre. J’appelle le service client qui est pourri ils te font patienter plus de 20min pour dire finalement que la commande ne sera pas livré et que je dois attendre leur appel pour me confirmer un remboursement. J’aurai du lire les avis avant de passer commande. Plus jamais 👎,2022-12-19T11:45:14.000Z,"Bonsoir,",2022-12-20T21:54:36.000Z
60,Le Grand Jeu,1,"Le Grand Jeu ,il est pratiquement impossible de contrôler les bons , les clients excédés après plusieurs essais ou bons classés non valides, partent dépités , une arnaque de plus !  la date fournie est celle d'aujourd'hui  , à rajouter aux deux autres .",2023-01-03T18:10:48.000Z,,
61,Auchan voleur !,1,"J'ai acheté un drap housse à Auchan Mériadeck Bordeaux vendredi 23 décembre 2022 pour environ 20 euros. L'article était soit-disant en promotion.
Je retourne dans ce même Auchan ce jour, le mardi 27 décembre 2022 et je vois ce même article avec la mention suivante: 1 acheté = 1 offert. Donc pour 20 euros, on peut acheter 2 draps housse maintenant.
Je trouce cela injuste à quelques jours près, c'est vraiment du vol. J'ai le sentiment de m'être fait arnaquer.
Je me suis adressé à une employée qui m'a envoyé balader ! Je suis dégouté par principe.",2022-12-27T23:21:04.000Z,,
62,Le tchat d'auchan question sur le tchat…,1,"Suite à une question sur le tchat concernant  la carte de fidélité waouh un denommé younes me repond à coté ....et finalement et en résumé .... demandé moi se dont vous avez besion je vais vous dire comment vous en passer ...
bravo Auchan .",2023-01-07T12:45:27.000Z,"Bonjour Thierry,",2023-01-30T19:39:06.000Z
63,Normal qu'Auchan soit mal noté sur les…,1,"Normal qu'Auchan soit mal noté sur les réseaux. Impossible d'obtenir le prix d'un produit, il faut obligatoirement donner le nom d'un magasin, et s'il n'ont pas le produit (c'est-à-dire dans plus de 90% des cas dans mes recherches) impossible d'obtenir le prix. Je n'incrimine pas Auchan plus que cela, c'est la même chose pour les autres chaînes de grandes surfaces. Depuis plusieurs années, le service sur internet est vraiment au-dessous de tout.",2022-12-17T21:56:15.000Z,"Bonsoir,",2022-12-20T21:47:15.000Z
64,Aucun respect pour le client !,1,"Commande de 2 marmittes pour Cookeo. Les produits sont indiqués en stock et la commande est validée. N'ayant aucune information de Auchan.fr je me rends sur mon compte et je vois tout simplement que la commande a été annulée par Auchan sans information. De qui se se moque t'on ? Là par contre pas de mail envoyé pur donner son avis Qualité sur Auchan.fr, bein sûr ils ne prennent pas le risque d'avoir un avis négatif ... cherchez l'erreur !",2022-12-17T09:26:10.000Z,"Bonsoir Jérôme,",2022-12-20T21:43:41.000Z
65,Je tiens à laisser un avis positif sur…,5,"Je tiens à laisser un avis positif sur l'hyper Auchan le Pontet, avec mention toute particulière pour Séverine, qui est une sympathique hôtesse de caisse, et aussi pour l'accueil, toujours disponible et professionnel ! Merci à vous et bravo !",2023-01-06T10:00:11.000Z,"Bonjour Isabelle,",2023-01-30T19:32:33.000Z
66,A fuir,1,"Si j'avais pu ne pas mettre d'étoile, vous le méritez, 12 jours d'écart de livraison avec ce que vous annonciez sur votre page le jour de mon achat, votre société de livraison basée à 70km de chez moi qui peut me livrer avec 12 jours de décalage, donc un achat réalisé et livré 20 jours après... Ne vous avancez pas alors à mettre des dates ou alors bridez vos livraisons... Très déçue, je ne recommande pas votre site, et j'en suis désolée...",2022-12-14T18:22:36.000Z,"Bonsoir Ghizlene,",2022-12-20T19:51:55.000Z
67,Erreur de commande à répétition !,2,"J'ai commandé des draps d'une certaine taille, les draps sont arrivés de mauvaise taille., je renvoie et les recommande.. Ils arrivent à nouveau de la mauvaise taille.. Franchement aucun geste commercial et une conseillère au service clients incompétente..",2022-12-30T15:53:21.000Z,,
68,suite de l’affaire draisienne,1,"Bonjour à tous suite de l’affaire de la draisienne le service après vente Auchan me l’a retournée et je l’ai reçu ce jour. Conclusion aucune réparation effectuée sous garantie, de plus je l’ai renvoyée en parfait état, il n’y avait que la batterie qui ne tenait pas la charge, et je la récupère inutilisable poignée d’accélérateur cassée fils qui pendent merci de votre professionnalisme Auchan 5 mois que ça dure pour ce super résultat !….",2022-12-13T13:57:50.000Z,"Bonsoir Pascal,",2022-12-20T19:48:28.000Z
69,Ne rembourse pas les colis jamais livrés !!!,1,"Bientôt 1 mois que j’attends un remboursement de 400€ Et toujours rien, j’appelle pourtant tous les jours mais au téléphone j’ai des menteurs , des voleurs et des incompétents ! C’est honteux ! Ne commandez pas sur Auchan vous ne recevrez pas votre colis , bien évidement vous serez débité directement mais jamais remboursé ! A fuir !",2022-12-15T11:43:17.000Z,Bonsoir Sarah,2022-12-20T19:53:11.000Z
70,JEUX DE NOEL,2,"j'ai fait des  courses chez AUCHAN la GLACERIE.
on m'a remis des bons pour tenter de gagner des bons de réduction, 
A la borne de jeux, je suis resté 20 minutes, et je pense qu'il faut bac +12 pour pouvoir utiliser cette borne!!
finalement, j'ai abandonné.et je ne suis pas le seul.",2022-12-24T11:12:05.000Z,,
71,Commande acceptée alors Qu’il y a une rupture de stock!,2,J’ai passé une commande le 13/1 et elle a été annulé sans me prévenir! Aucun mail … c’est en appelant que j’apprends qu’il y a une rupture de stock… il faut mieux suivre vos ventes !,2023-01-20T21:22:04.000Z,"Bonjour Lyvonne,",2023-02-03T15:42:55.000Z
72,Honteux Auchan Cambrai,1,"C'est une honte!!! (Auchan Cambrai) J'ai ouvert et consommer du saumon le 11,il était déjà plus très beau et j'ai dû jetter la plupart du morceau.. alors que la date de péremption était pour le 16. Au final intoxication alimentaire merci bien ça fait plaisir...
Et aujourd'hui c'était un  pavé 3 étoiles (de leurs boucherie) qui avez plus de nerfs qu'il ya de rue dans la ville de Cambrai. C'est hallucinant et inadmissible qu'en une semaine c'est deux chose arrive. Surtout au prix qu'on paye !!",2022-12-15T22:09:45.000Z,"Bonsoir,",2022-12-20T21:24:45.000Z
73,UNE HONTE A FUIR,1,"Malheureusement, obligé de mettre 1 étoile, dommage qu’on peut pas mettre 0. Mon lave-vaisselle est en panne depuis cinq mois, après plus de 10 interventions dessus, on me propose rien, faire venir encore une fois un technicien pour constater la panne. Le SAV ne fait rien malgré mes relances quotidiennes.Une honte…",2022-12-15T20:43:02.000Z,"Bonsoir Vincent,",2022-12-20T21:16:16.000Z
74,DÉPLORABLE A FUIR ABSOLUMENT,1,"J'ai commandé un lit le 13 octobre 2022. J'ai reçu une partie de la commande le 27 octobre. Il me manque un sommier pour que je puisse installer le lit malheureusement malgré plus de 20 appels auprès du service auchan.fr nous sommes le 7 décembre et toujours rien. Tout le monde s'excuse et dit s'occuper de ma demande, ils disent qu'ils vont me rappeler mais RIEN. UN SERVICE DÉPLORABLE",2022-12-07T17:21:15.000Z,"Bonsoir Cécillia,",2022-12-20T19:27:39.000Z
75,Réclamation retour défectueux,1,"Bonjour
J’ai acheté un jouet pour Noël sur Auchan.fr. Nous sommes allés le chercher en magasin. Il est défectueux. Je vais aujourd’hui en hyper pour un échange/remboursement et on me dit que ce n’est pas possible, qu’il faut que je le renvoie à Auchan.fr pour un SAV! Donc pour nous vendre des produits défectueux, on doit aller les chercher en magasin Mais pour les rendre, c’est pas possible!!! Le jouet est volumineux. Il est hors de question que je me plie en 25 pour acheter un carton pour le renvoyer. JE NE SUIS PAS D’ACCORD. J’ai fait une réclamation sur Facebook. J’attends une solution rapide!",2022-12-27T16:43:16.000Z,,
76,Une honte,1,Une honte ! Plus jamais je ne commande chez eux service clients inexistant produits jamais reçu à plus de 400e délais non respectés on me balade de semaine en semaine en me promettant qu’il sera expédié jamais il n arrive obligé de demander un remboursement au bout de presque deux mois d attente !!!!,2022-12-16T17:16:20.000Z,"Bonsoir Elodie,",2022-12-20T21:42:17.000Z
77,Les soit disant caisse rapide sont tout…,1,"Les soit disant caisse rapide sont tout l'inverse. Vous perdez beaucoup de temps dans les formalités. 1/ Déposé de l'article 2/ Ne pas se tromper sur le clavier virtuel d'où attendre l'hôtesse 3/ Récupérer les tickets, ne´ n'oubliez pas surtout 4/ Récupérer les articles 5/ Trouver la sortie ( beaucoup de barrière fermer avec élingues) 6/ Retrouver votre tickets de caisse, il est nécessaire pour sortir à la barrière qui normalement doit s'ouvrir. Si vous vous trompé un agent de sécurité vous saute dessus. Souvent ol prend son temps.  La réalité au bout du compte vous passez beaucoup plus de temps et des désagrément.",2022-12-29T15:47:41.000Z,,
78,Pratique commercial honteuse!,1,Pendant le Black friday je commande une cafetière broyeur a grains et j'ai la possibilité de la payé en plusieurs fois. Le colis a apparemment été renvoyé car il était abîmé mais sans rien me demander ! Et maintenant si je souhaite cette article je dois refaire une commande et oh surprise!!!! Je ne peu plus payer en plusieurs fois car c'était une offre qui est à présent terminée !!!!!,2022-12-02T14:57:20.000Z,"Bonsoir Cindy,",2022-12-20T17:56:00.000Z
79,Produits avec des DLC largement dépassés,1,"Après une commande passée sur Auchan drive, on nous a livré des gésiers avec une DLC largement dépassée d’un an! C’est honteux et dangereux pour notre santé!
Depuis personne n’est capable de nous dédommager, le SAV est nul et inexistant et à part des excuses nous attendons une offre et un dédommagement mais nous n’avons rien reçu! On nous dit toujours qu’ils vont voir ce qu’ils peuvent faire mais rien est fait…",2022-12-02T14:55:43.000Z,"Bonjour,",2022-12-20T17:36:18.000Z
80,Service client exécrable,1,"Service client exécrable 

J’ai demandé une prise en charge SAV par Auchan en novembre 2022. À priori le problème a été réglé et ont m’a renvoyé mon bien par Chronopost le 21/12/22 je demande la reconduction de la livraison pour le 27/12/22 étant absent. Je reçois un mail de confirmation de la modification. Et le livreur marque « livré » le 21/12/22. Forcément, une fois rentré, rien.

Leur service client se défausse sur celui d’Auchan qui a échoué à faire remonter le litige la première fois il a fallu que je rappelle plusieurs fois. Maintenant, les deux se renvoient la balle pour ensuite se satisfaire d’un « Bonjour, suite à votre appel dans nos service, nous avons joint chronopost et le colis à été mis dans votre boite aux lettres.
Cordialement
SAV AUCHAN »

Je trouve ça très chaleureux de se soutenir pour mieux spolier le consommateur, mais si je peux contribuer un peu à leur échec commercial en échange…",2023-01-27T19:43:11.000Z,"Bonjour,",2023-02-06T14:54:26.000Z
81,Service client à améliorer,3,"J'ai acheté quelque chose sur le site, il n'était pas précisé au moment de la commande que je n'avais que 3 jours pour le récupérer. Je n'ai pas pu récupérer la commande dans les temps, celle ci s'est annulée et ça fait 2 mois que j'attends le remboursement car c'est en carte cadeau et qu'ils n'ont pas l'habitude. 4 fois que j'appelle deja mais à chaque fois ils me disent que le paiement arrive mais ce n'est pas le cas et le pire c'est qu'ils ne reviennent pas vers moi. Expérience client déplorable.

Edit : On a fini par m'appeler et me rembourser + j'ai obtenu une réponse à mon commentaire Trustpilot donc je revois la note mais s'il vous plait faites un effort pour les prochaines fois",2023-02-02T18:20:50.000Z,"Bonjour Jeremy,",2023-01-30T19:24:45.000Z
82,Scandaleux! Honteux! À fuir!,1,"Scandaleux! Attention pas de SAV sur place..Prise en charge par transporteur qui vous casse votre matériel que l’on vous renvoie en morceaux en vous disant que c’est de votre faute! Aucun respect pour les clients! Une honte vraiment, je n’ai jamais vu un tél mépris!…Fuyez ce magasin, achetez ailleurs!!! Auchan enseigne à éviter absolument!!!",2022-12-03T04:31:02.000Z,"Bonjour Fernandez,",2022-12-20T17:59:31.000Z
83,3ème appel au SAV,1,"3ème appel au SAV, Après 27 mn en ligne avec un conseiller, celui-ci me dit qu'il ne pourra pas répondre à ma demande. Et raccroche purement et simplement. 
J'avais déjà appelé deux fois, une première fois on m'a promis un cagnottage + bon de réduction, 2ème appel on me dit qu'on me rappelle et on ne me rappelle pas. Je suis très insatisfaite, j'étais prête à recommander d'autres articles mais finalement je vais m'abstenir. Je déconseille les commandes sur auchan.fr",2022-12-02T18:55:58.000Z,"Bonsoir,",2022-12-20T17:57:55.000Z
84,le transporteur a cassé le produit auchan ne remplace pas,1,"le transporteur a cassé le produit (radiateur de 22kg avec un genre de plaque de carrelage en facade) que j'ai renvoyé au SAV pour reparation suite a une panne, Auchan refuse la prise en charge et me renvoie mon materiel cassé, ils ne se retournent meme pas vers le transporteur.
a fuir, des voleurs!",2022-12-08T15:39:18.000Z,"Bonsoir,",2022-12-20T19:38:23.000Z
85,il n'y a pas de service après vente…,1,"il n'y a pas de service après vente donc le client se débrouille seul .
J'ai acheté une centrale vapeur que j'ai du renvoyer dans la semaine, en ai acheté une autre puisque qu'elle était partie, on m'a renvoyé la 1ère qui ne fonctionne toujours pas et le dépanneur au téléphone me dit que si.
Surtout sachez qu'il n'y a pas fe service après vente chez auchan.
Fuyez.....",2022-11-28T12:45:25.000Z,"Bonjour,",2022-12-20T16:48:15.000Z
